% Xfiducial, Yfiducial=(  9.14  86.36), ( 76.20  86.36), (143.26  86.36), (  9.14  50.80), (143.26  50.80), (  9.14  15.24), ( 76.20  15.24), (143.26  15.24) mm 
% Sample, x(mm), y(mm), dx(mm), dy(mm), A(fraction), B(fraction), C(fraction), D(fraction), E(fraction), F(fraction), G(fraction), H(fraction), code(0=sample; 1=spectral reference; 2=ABCD control; 3=EFGH control; 4=duplicate sample) 
0746,  95.50,  60.96,  1.02,  1.02, 0.550, 0.300, 0.000, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0747,  97.53,  60.96,  1.02,  1.02, 0.550, 0.250, 0.050, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0748,  99.56,  60.96,  1.02,  1.02, 0.550, 0.200, 0.100, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0749, 101.60,  60.96,  1.02,  1.02, 0.550, 0.150, 0.150, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0750, 103.63,  60.96,  1.02,  1.02, 0.550, 0.100, 0.200, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0751, 105.66,  60.96,  1.02,  1.02, 0.550, 0.050, 0.250, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0752, 107.69,  60.96,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
0753, 109.72,  60.96,  1.02,  1.02, 0.550, 0.000, 0.300, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0754, 111.76,  60.96,  1.02,  1.02, 0.500, 0.350, 0.000, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0755, 113.79,  60.96,  1.02,  1.02, 0.500, 0.300, 0.050, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0756, 115.82,  60.96,  1.02,  1.02, 0.500, 0.250, 0.100, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0757, 117.85,  60.96,  1.02,  1.02, 0.500, 0.200, 0.150, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0758, 119.88,  60.96,  1.02,  1.02, 0.500, 0.150, 0.200, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0759, 121.92,  60.96,  1.02,  1.02, 0.500, 0.100, 0.250, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0760, 123.95,  60.96,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 3 
0761, 125.98,  60.96,  1.02,  1.02, 0.500, 0.050, 0.300, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0762, 128.01,  60.96,  1.02,  1.02, 0.500, 0.000, 0.350, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0763, 130.04,  60.96,  1.02,  1.02, 0.450, 0.400, 0.000, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0764, 132.08,  60.96,  1.02,  1.02, 0.450, 0.350, 0.050, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0765, 134.11,  60.96,  1.02,  1.02, 0.450, 0.300, 0.100, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0766, 136.14,  60.96,  1.02,  1.02, 0.450, 0.250, 0.150, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0767, 138.17,  60.96,  1.02,  1.02, 0.450, 0.200, 0.200, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0768, 140.20,  60.96,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
0769,  12.19,  58.93,  1.02,  1.02, 0.450, 0.150, 0.250, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0770,  14.22,  58.93,  1.02,  1.02, 0.450, 0.100, 0.300, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0771,  16.25,  58.93,  1.02,  1.02, 0.450, 0.050, 0.350, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0772,  18.28,  58.93,  1.02,  1.02, 0.450, 0.000, 0.400, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0773,  20.32,  58.93,  1.02,  1.02, 0.400, 0.450, 0.000, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0774,  22.35,  58.93,  1.02,  1.02, 0.400, 0.400, 0.050, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0775,  24.38,  58.93,  1.02,  1.02, 0.400, 0.350, 0.100, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0776,  26.41,  58.93,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
0777,  28.44,  58.93,  1.02,  1.02, 0.400, 0.300, 0.150, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0778,  30.48,  58.93,  1.02,  1.02, 0.400, 0.250, 0.200, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0779,  32.51,  58.93,  1.02,  1.02, 0.400, 0.200, 0.250, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0780,  34.54,  58.93,  1.02,  1.02, 0.400, 0.150, 0.300, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0781,  36.57,  58.93,  1.02,  1.02, 0.400, 0.100, 0.350, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0782,  38.60,  58.93,  1.02,  1.02, 0.400, 0.050, 0.400, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0783,  40.64,  58.93,  1.02,  1.02, 0.400, 0.000, 0.450, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0784,  42.67,  58.93,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 3 
0785,  44.70,  58.93,  1.02,  1.02, 0.350, 0.500, 0.000, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0786,  46.73,  58.93,  1.02,  1.02, 0.350, 0.450, 0.050, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0787,  48.76,  58.93,  1.02,  1.02, 0.350, 0.400, 0.100, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0788,  50.80,  58.93,  1.02,  1.02, 0.350, 0.350, 0.150, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0789,  52.83,  58.93,  1.02,  1.02, 0.350, 0.300, 0.200, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0790,  54.86,  58.93,  1.02,  1.02, 0.350, 0.250, 0.250, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0791,  56.89,  58.93,  1.02,  1.02, 0.350, 0.200, 0.300, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0792,  58.92,  58.93,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
0793,  60.96,  58.93,  1.02,  1.02, 0.350, 0.150, 0.350, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0794,  62.99,  58.93,  1.02,  1.02, 0.350, 0.100, 0.400, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0795,  65.02,  58.93,  1.02,  1.02, 0.350, 0.050, 0.450, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0796,  67.05,  58.93,  1.02,  1.02, 0.350, 0.000, 0.500, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0797,  69.08,  58.93,  1.02,  1.02, 0.300, 0.550, 0.000, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0798,  71.12,  58.93,  1.02,  1.02, 0.300, 0.500, 0.050, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0799,  73.15,  58.93,  1.02,  1.02, 0.300, 0.450, 0.100, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0800,  75.18,  58.93,  1.02,  1.02, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2 
0801,  77.21,  58.93,  1.02,  1.02, 0.300, 0.400, 0.150, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0802,  79.24,  58.93,  1.02,  1.02, 0.300, 0.350, 0.200, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0803,  81.28,  58.93,  1.02,  1.02, 0.300, 0.300, 0.250, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0804,  83.31,  58.93,  1.02,  1.02, 0.300, 0.250, 0.300, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0805,  85.34,  58.93,  1.02,  1.02, 0.300, 0.200, 0.350, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0806,  87.37,  58.93,  1.02,  1.02, 0.300, 0.150, 0.400, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0807,  89.40,  58.93,  1.02,  1.02, 0.300, 0.100, 0.450, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0808,  91.44,  58.93,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
0809,  93.47,  58.93,  1.02,  1.02, 0.300, 0.050, 0.500, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0810,  95.50,  58.93,  1.02,  1.02, 0.300, 0.000, 0.550, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0811,  97.53,  58.93,  1.02,  1.02, 0.250, 0.600, 0.000, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0812,  99.56,  58.93,  1.02,  1.02, 0.250, 0.550, 0.050, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0813, 101.60,  58.93,  1.02,  1.02, 0.250, 0.500, 0.100, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0814, 103.63,  58.93,  1.02,  1.02, 0.250, 0.450, 0.150, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0815, 105.66,  58.93,  1.02,  1.02, 0.250, 0.400, 0.200, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0816, 107.69,  58.93,  1.02,  1.02, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2 
0817, 109.72,  58.93,  1.02,  1.02, 0.250, 0.350, 0.250, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0818, 111.76,  58.93,  1.02,  1.02, 0.250, 0.300, 0.300, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0819, 113.79,  58.93,  1.02,  1.02, 0.250, 0.250, 0.350, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0820, 115.82,  58.93,  1.02,  1.02, 0.250, 0.200, 0.400, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0821, 117.85,  58.93,  1.02,  1.02, 0.250, 0.150, 0.450, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0822, 119.88,  58.93,  1.02,  1.02, 0.250, 0.100, 0.500, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0823, 121.92,  58.93,  1.02,  1.02, 0.250, 0.050, 0.550, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0824, 123.95,  58.93,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
0825, 125.98,  58.93,  1.02,  1.02, 0.250, 0.000, 0.600, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0826, 128.01,  58.93,  1.02,  1.02, 0.200, 0.650, 0.000, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0827, 130.04,  58.93,  1.02,  1.02, 0.200, 0.600, 0.050, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0828, 132.08,  58.93,  1.02,  1.02, 0.200, 0.550, 0.100, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0829, 134.11,  58.93,  1.02,  1.02, 0.200, 0.500, 0.150, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0830, 136.14,  58.93,  1.02,  1.02, 0.200, 0.450, 0.200, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0831, 138.17,  58.93,  1.02,  1.02, 0.200, 0.400, 0.250, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0832, 140.20,  58.93,  1.02,  1.02, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2 
0833,  12.19,  56.90,  1.02,  1.02, 0.200, 0.350, 0.300, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0834,  14.22,  56.90,  1.02,  1.02, 0.200, 0.300, 0.350, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0835,  16.25,  56.90,  1.02,  1.02, 0.200, 0.250, 0.400, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0836,  18.28,  56.90,  1.02,  1.02, 0.200, 0.200, 0.450, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0837,  20.32,  56.90,  1.02,  1.02, 0.200, 0.150, 0.500, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0838,  22.35,  56.90,  1.02,  1.02, 0.200, 0.100, 0.550, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0839,  24.38,  56.90,  1.02,  1.02, 0.200, 0.050, 0.600, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0840,  26.41,  56.90,  1.02,  1.02, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 2 
0841,  28.44,  56.90,  1.02,  1.02, 0.200, 0.000, 0.650, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0842,  30.48,  56.90,  1.02,  1.02, 0.150, 0.700, 0.000, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0843,  32.51,  56.90,  1.02,  1.02, 0.150, 0.650, 0.050, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0844,  34.54,  56.90,  1.02,  1.02, 0.150, 0.600, 0.100, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0845,  36.57,  56.90,  1.02,  1.02, 0.150, 0.550, 0.150, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0846,  38.60,  56.90,  1.02,  1.02, 0.150, 0.500, 0.200, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0847,  40.64,  56.90,  1.02,  1.02, 0.150, 0.450, 0.250, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0848,  42.67,  56.90,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
0849,  44.70,  56.90,  1.02,  1.02, 0.150, 0.400, 0.300, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0850,  46.73,  56.90,  1.02,  1.02, 0.150, 0.350, 0.350, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0851,  48.76,  56.90,  1.02,  1.02, 0.150, 0.300, 0.400, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0852,  50.80,  56.90,  1.02,  1.02, 0.150, 0.250, 0.450, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0853,  52.83,  56.90,  1.02,  1.02, 0.150, 0.200, 0.500, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0854,  54.86,  56.90,  1.02,  1.02, 0.150, 0.150, 0.550, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0855,  56.89,  56.90,  1.02,  1.02, 0.150, 0.100, 0.600, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0856,  58.92,  56.90,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 3 
0857,  60.96,  56.90,  1.02,  1.02, 0.150, 0.050, 0.650, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0858,  62.99,  56.90,  1.02,  1.02, 0.150, 0.000, 0.700, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0859,  65.02,  56.90,  1.02,  1.02, 0.100, 0.750, 0.000, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0860,  67.05,  56.90,  1.02,  1.02, 0.100, 0.700, 0.050, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0861,  69.08,  56.90,  1.02,  1.02, 0.100, 0.650, 0.100, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0862,  71.12,  56.90,  1.02,  1.02, 0.100, 0.600, 0.150, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0863,  73.15,  56.90,  1.02,  1.02, 0.100, 0.550, 0.200, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0864,  75.18,  56.90,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
0865,  77.21,  56.90,  1.02,  1.02, 0.100, 0.500, 0.250, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0866,  79.24,  56.90,  1.02,  1.02, 0.100, 0.450, 0.300, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0867,  81.28,  56.90,  1.02,  1.02, 0.100, 0.400, 0.350, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0868,  83.31,  56.90,  1.02,  1.02, 0.100, 0.350, 0.400, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0869,  85.34,  56.90,  1.02,  1.02, 0.100, 0.300, 0.450, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0870,  87.37,  56.90,  1.02,  1.02, 0.100, 0.250, 0.500, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0871,  89.40,  56.90,  1.02,  1.02, 0.100, 0.200, 0.550, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0872,  91.44,  56.90,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 3 
0873,  93.47,  56.90,  1.02,  1.02, 0.100, 0.150, 0.600, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0874,  95.50,  56.90,  1.02,  1.02, 0.100, 0.100, 0.650, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0875,  97.53,  56.90,  1.02,  1.02, 0.100, 0.050, 0.700, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0876,  99.56,  56.90,  1.02,  1.02, 0.100, 0.000, 0.750, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0877, 101.60,  56.90,  1.02,  1.02, 0.050, 0.800, 0.000, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0878, 103.63,  56.90,  1.02,  1.02, 0.050, 0.750, 0.050, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0879, 105.66,  56.90,  1.02,  1.02, 0.050, 0.700, 0.100, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0880, 107.69,  56.90,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
0881, 109.72,  56.90,  1.02,  1.02, 0.050, 0.650, 0.150, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0882, 111.76,  56.90,  1.02,  1.02, 0.050, 0.600, 0.200, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0883, 113.79,  56.90,  1.02,  1.02, 0.050, 0.550, 0.250, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0884, 115.82,  56.90,  1.02,  1.02, 0.050, 0.500, 0.300, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0885, 117.85,  56.90,  1.02,  1.02, 0.050, 0.450, 0.350, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0886, 119.88,  56.90,  1.02,  1.02, 0.050, 0.400, 0.400, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0887, 121.92,  56.90,  1.02,  1.02, 0.050, 0.350, 0.450, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0888, 123.95,  56.90,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 3 
0889, 125.98,  56.90,  1.02,  1.02, 0.050, 0.300, 0.500, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0890, 128.01,  56.90,  1.02,  1.02, 0.050, 0.250, 0.550, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0891, 130.04,  56.90,  1.02,  1.02, 0.050, 0.200, 0.600, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0892, 132.08,  56.90,  1.02,  1.02, 0.050, 0.150, 0.650, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0893, 134.11,  56.90,  1.02,  1.02, 0.050, 0.100, 0.700, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0894, 136.14,  56.90,  1.02,  1.02, 0.050, 0.050, 0.750, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0895, 138.17,  56.90,  1.02,  1.02, 0.050, 0.000, 0.800, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0896, 140.20,  56.90,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
0897,  12.19,  54.86,  1.02,  1.02, 0.000, 0.850, 0.000, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0898,  14.22,  54.86,  1.02,  1.02, 0.000, 0.800, 0.050, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0899,  16.25,  54.86,  1.02,  1.02, 0.000, 0.750, 0.100, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0900,  18.28,  54.86,  1.02,  1.02, 0.000, 0.700, 0.150, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0901,  20.32,  54.86,  1.02,  1.02, 0.000, 0.650, 0.200, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0902,  22.35,  54.86,  1.02,  1.02, 0.000, 0.600, 0.250, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0903,  24.38,  54.86,  1.02,  1.02, 0.000, 0.550, 0.300, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0904,  26.41,  54.86,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
0905,  28.44,  54.86,  1.02,  1.02, 0.000, 0.500, 0.350, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0906,  30.48,  54.86,  1.02,  1.02, 0.000, 0.450, 0.400, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0907,  32.51,  54.86,  1.02,  1.02, 0.000, 0.400, 0.450, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0908,  34.54,  54.86,  1.02,  1.02, 0.000, 0.350, 0.500, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0909,  36.57,  54.86,  1.02,  1.02, 0.000, 0.300, 0.550, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0910,  38.60,  54.86,  1.02,  1.02, 0.000, 0.250, 0.600, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0911,  40.64,  54.86,  1.02,  1.02, 0.000, 0.200, 0.650, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0912,  42.67,  54.86,  1.02,  1.02, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2 
0913,  44.70,  54.86,  1.02,  1.02, 0.000, 0.150, 0.700, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0914,  46.73,  54.86,  1.02,  1.02, 0.000, 0.100, 0.750, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0915,  48.76,  54.86,  1.02,  1.02, 0.000, 0.050, 0.800, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0916,  50.80,  54.86,  1.02,  1.02, 0.000, 0.000, 0.850, 0.150, 0.000, 0.000, 0.000, 0.000, 0 
0917,  52.83,  54.86,  1.02,  1.02, 0.800, 0.000, 0.000, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
0918,  54.86,  54.86,  1.02,  1.02, 0.750, 0.050, 0.000, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
0919,  56.89,  54.86,  1.02,  1.02, 0.750, 0.000, 0.050, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
0920,  58.92,  54.86,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
0921,  60.96,  54.86,  1.02,  1.02, 0.700, 0.100, 0.000, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
0922,  62.99,  54.86,  1.02,  1.02, 0.700, 0.050, 0.050, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
0923,  65.02,  54.86,  1.02,  1.02, 0.700, 0.000, 0.100, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
0924,  67.05,  54.86,  1.02,  1.02, 0.650, 0.150, 0.000, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
0925,  69.08,  54.86,  1.02,  1.02, 0.650, 0.100, 0.050, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
0926,  71.12,  54.86,  1.02,  1.02, 0.650, 0.050, 0.100, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
0927,  73.15,  54.86,  1.02,  1.02, 0.650, 0.000, 0.150, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
0928,  75.18,  54.86,  1.02,  1.02, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2 
0929,  77.21,  54.86,  1.02,  1.02, 0.600, 0.200, 0.000, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
0930,  79.24,  54.86,  1.02,  1.02, 0.600, 0.150, 0.050, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
0931,  81.28,  54.86,  1.02,  1.02, 0.600, 0.100, 0.100, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
0932,  83.31,  54.86,  1.02,  1.02, 0.600, 0.050, 0.150, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
0933,  85.34,  54.86,  1.02,  1.02, 0.600, 0.000, 0.200, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
0934,  87.37,  54.86,  1.02,  1.02, 0.550, 0.250, 0.000, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
0935,  89.40,  54.86,  1.02,  1.02, 0.550, 0.200, 0.050, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
0936,  91.44,  54.86,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
0937,  93.47,  54.86,  1.02,  1.02, 0.550, 0.150, 0.100, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
0938,  95.50,  54.86,  1.02,  1.02, 0.550, 0.100, 0.150, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
0939,  97.53,  54.86,  1.02,  1.02, 0.550, 0.050, 0.200, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
0940,  99.56,  54.86,  1.02,  1.02, 0.550, 0.000, 0.250, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
0941, 101.60,  54.86,  1.02,  1.02, 0.500, 0.300, 0.000, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
0942, 103.63,  54.86,  1.02,  1.02, 0.500, 0.250, 0.050, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
0943, 105.66,  54.86,  1.02,  1.02, 0.500, 0.200, 0.100, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
0944, 107.69,  54.86,  1.02,  1.02, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2 
0945, 109.72,  54.86,  1.02,  1.02, 0.500, 0.150, 0.150, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
0946, 111.76,  54.86,  1.02,  1.02, 0.500, 0.100, 0.200, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
0947, 113.79,  54.86,  1.02,  1.02, 0.500, 0.050, 0.250, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
0948, 115.82,  54.86,  1.02,  1.02, 0.500, 0.000, 0.300, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
0949, 117.85,  54.86,  1.02,  1.02, 0.450, 0.350, 0.000, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
0950, 119.88,  54.86,  1.02,  1.02, 0.450, 0.300, 0.050, 0.200, 0.000, 0.000, 0.000, 0.000, 0 
